procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0  16384 28431680  15488 913664    0    0     0     0 3215 4180  5  0 95  0  0
 0  0  16384 28421440  15488 913984    0    0     0   172 9467 13234  4  0 96  0  0
 0  0  16384 28421440  15488 913984    0    0     0     0  746  929  0  0 100  0  0
 0  0  16384 28409920  15488 914112    0    0     0     0  844  739  0  0 100  0  0
 0  0  16384 28396800  15552 914112    0    0     0   144 2790 4309  2  0 98  0  0
 0  0  16384 28396608  15552 914112    0    0     0     0  631  823  0  0 100  0  0
 0  0  16384 28400256  15552 914112    0    0     0     4  362  419  0  0 100  0  0
 0  0  16384 28401408  15552 914112    0    0     0     0  485  541  0  0 100  0  0
 3  0  16384 28402496  15552 914112    0    0     0     0 6906 10315  5  0 95  0  0
 8  0  16384 28394880  15552 914176    0    0     0     0 4659 6784  3  0 97  0  0
 3  0  16384 28372992  15552 914176    0    0     0     0 6126 8994  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16384 28363776  15616 914240    0    0     0   156 6577 9885  3  0 97  0  0
 0  0  16384 28349568  15616 914304    0    0     0     0 7736 11378  5  0 95  0  0
 0  0  16384 28343168  15616 914368    0    0     0     0 8583 12730  5  0 95  0  0
 1  0  16384 28342848  15616 914432    0    0     0     0 5059 7364  2  0 98  0  0
 2  0  16384 28338496  15616 914496    0    0     0     0 6303 8733  3  0 96  0  0
 0  0  16384 28333504  15616 914496    0    0     0     0 8864 12151  3  0 97  0  0
 0  0  16384 28326784  15680 914496    0    0     0    80 7291 10461  3  0 97  0  0
 3  0  16384 28316032  15680 914624    0    0     0     0 8020 11241  4  0 96  0  0
 5  0  16384 28324416  15680 901120    0    0     0     0 7129 11113  7  0 93  0  0
 5  0  16384 28315776  15680 901248    0    0     0     0 9986 14758  6  0 94  0  0
 0  0  16384 28314240  15680 901248    0    0     0    92 1969 2540  1  0 99  0  0
 2  0  16384 28306240  15680 901312    0    0     0     0 5895 8712  5  0 95  0  0
 0  0  16384 28294976  15680 902528    0    0     0   712  901 1049  1  0 99  0  0
 1  0  16384 28280256  15680 903040    0    0     0     0 6164 9499  6  0 94  0  0
 3  0  16384 28272512  15680 903040    0    0     0     0 9054 14651  6  0 94  0  0
 0  0  16384 28276352  15744 903104    0    0     0    72 2839 3852  2  0 97  0  0
 3  0  16384 28276224  15744 903104    0    0     0     0 2954 4492  3  0 97  0  0
 0  0  16384 28276224  15744 903104    0    0     0     0  840  772  1  0 99  0  0
 4  0  16384 28275712  15744 903488    0    0     0     0 1740 2307  2  0 98  0  0
 4  0  16384 28262336  15744 903680    0    0     0     0 7741 12210  9  0 91  0  0
 8  0  16384 28256192  15808 903872    0    0     0   100 6630 9353  5  0 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28242560  15808 904384    0    0     0     0 7668 11149  9  0 90  0  0
 5  0  16384 28241472  15808 904448    0    0     0     0 3061 4569  3  0 97  0  0
 1  0  16384 28237632  15808 904512    0    0     0     0 3784 5356  3  0 97  0  0
 3  0  16384 28235712  15808 905088    0    0     0     0 4059 5589  3  0 97  0  0
 1  0  16384 28225280  15808 905664    0    0     0   268 6228 8332  7  0 92  0  0
 3  0  16384 28221504  15808 906240    0    0     0     0 7011 9431  6  0 94  0  0
 4  0  16384 28219392  15808 906368    0    0     0     0 6687 9629  7  0 92  0  0
 6  0  16384 28217856  15808 906496    0    0     0     0 3079 3872  4  0 96  0  0
 3  0  16384 28215680  15808 907072    0    0     0     0 3566 4563  4  0 96  0  0
 0  0  16384 28179200  15872 907584    0    0     0   112 5300 6857  6  0 94  0  0
 5  0  16384 28177984  15872 908224    0    0     0     0 4825 6396  4  0 96  0  0
 3  0  16384 28178048  15872 908352    0    0     0     0 3537 5043  2  0 98  0  0
 0  0  16384 28176448  15872 908928    0    0     0     0 3133 4141  3  0 97  0  0
 0  0  16384 28174144  15872 909504    0    0     0     0 4505 5979  4  0 95  0  0
 1  0  16384 28166784  15872 910144    0    0     0     0 5805 7855  2  0 98  0  0
 1  0  16384 28166848  15936 910464    0    0     0    68 4995 6845  3  0 97  0  0
 0  0  16384 28163008  15936 911040    0    0     0     0 3428 4589  2  0 98  0  0
 2  0  16384 28162752  15936 911616    0    0     0     0 2318 3104  1  0 98  0  0
 0  0  16384 28162752  15936 911744    0    0     0     0 2636 3464  2  0 98  0  0
 0  0  16384 28164672  15936 912256    0    0     0     0 4013 5112  4  0 96  0  0
 2  0  16384 28161472  15936 912960    0    0     0     0 4326 5366  5  0 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28160256  16000 913536    0    0     0    64 3753 4665  4  0 96  0  0
 3  0  16384 28125696  16000 914112    0    0     0     0 3882 4695  3  0 96  0  0
 3  0  16384 28103104  16000 914368    0    0     0     0 4106 5294  4  0 95  0  0
 3  0  16384 28107712  16000 915456    0    0     0     0 5701 7235  5  0 95  0  0
 5  0  16384 28104512  16000 915520    0    0     0     0 3574 4284  4  0 96  0  0
