procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 28724928  13952 950272    0    0     0     5    0    0 34  2 64  0  0
 1  0      0 28734720  13952 951168    0    0     8    64 27931 42374  1  1 97  0  0
 2  0      0 28689856  13952 951296    0    0     0     0 42079 62952  3  2 95  0  0
 2  0      0 28639744  14016 951104    0    0     0    96 16798 23139  6  1 93  0  0
 3  0      0 28620352  14016 951104    0    0     0     0 16239 23135  5  1 95  0  0
 1  0      0 28617216  14016 951104    0    0     0     0 15794 21424  3  1 96  0  0
 0  0      0 28581440  14080 951488    0    0     0   124 12569 16911  5  1 95  0  0
 1  0      0 28567552  14080 951488    0    0     0     0 8622 11677  2  0 98  0  0
 3  0      0 28558592  14080 951488    0    0     0     0 5347 7437  2  0 98  0  0
 4  0      0 28519680  14080 951488    0    0     0     0 15325 21664  5  1 94  0  0
 2  0      0 28456704  14080 951488    0    0     0     0 16426 22580  5  1 95  0  0
 4  0      0 28421440  14080 951616    0    0     4     0 15540 20849  5  1 94  0  0
 5  0      0 28397696  14144 951616    0    0     0    72 16939 22865  4  1 95  0  0
 3  0      0 28377856  14144 951936    0    0     0     0 13436 18149  4  0 96  0  0
 3  0      0 28355840  14144 951936    0    0     0     0 14300 19019  4  0 95  0  0
 6  0      0 28338752  14144 951936    0    0     0     0 13137 17262  4  1 95  0  0
 4  0      0 28327168  14144 951936    0    0     0     0 12932 17043  4  1 95  0  0
 2  0      0 28303360  14144 951936    0    0     0     0 18840 26229  4  1 96  0  0
 1  0      0 28288832  14208 951936    0    0     0    60 11399 17162  5  1 95  0  0
 2  0      0 28283072  14208 951936    0    0     0     0 14401 20794  4  1 96  0  0
 3  0      0 28280192  14208 951936    0    0     0     0 13444 19266  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 28236992  14208 950080    0    0     0     0 16950 23734  9  1 90  0  0
 0  0      0 28234880  14208 950208    0    0     0   260 9452 13351  4  0 96  0  0
 0  0      0 28230016  14208 950208    0    0     0     0 1503 1836  0  0 100  0  0
 0  0      0 28229824  14208 950208    0    0     0     0  499  595  0  0 100  0  0
 3  0      0 28222464  14208 950400    0    0     0     0 5003 6383  3  0 96  0  0
 0  0      0 28217856  14208 950400    0    0     0     0  681  741  1  0 99  0  0
 0  0      0 28217664  14272 950400    0    0     0   224  412  480  0  0 100  0  0
 0  0      0 28217920  14272 950400    0    0     0     0  411  438  0  0 100  0  0
 0  0      0 28218112  14272 950400    0    0     0     0  326  398  0  0 100  0  0
 0  0      0 28217920  14272 950400    0    0     0     0  310  392  0  0 100  0  0
 0  0      0 28219648  14272 950400    0    0     0     0 1222 1651  0  0 100  0  0
 3  0      0 28218816  14336 950400    0    0     0   108 8447 11724  3  0 97  0  0
 0  0      0 28200704  14336 950528    0    0   240     0 4087 5691  5  0 95  0  0
 0  0      0 28191872  14336 951168    0    0     4     0  615  536  0  0 100  0  0
 0  0      0 28192832  14336 951168    0    0     0     0  353  430  0  0 100  0  0
 0  0      0 28192768  14336 951168    0    0     0     0  493  471  1  0 99  0  0
 2  0      0 28190080  14400 951104    0    0     0    92 5419 7978  2  0 98  0  0
 0  0      0 28180480  14400 951232    0    0     0     0 5493 8388  4  0 96  0  0
 0  0      0 28165760  14400 951232    0    0     0     0 10529 16118  6  0 94  0  0
 6  0      0 28155456  14400 951296    0    0     0     0 5799 8990  3  0 97  0  0
 3  0      0 28146624  14400 951296    0    0     0     0 5329 7904  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28140736  14400 951296    0    0     0     0 7813 12063  4  0 96  0  0
 1  0      0 28128256  14464 951360    0    0     0   128 7412 10683  4  0 95  0  0
 0  0      0 28113472  14464 951552    0    0     0     0 9529 14216  5  0 95  0  0
 0  0      0 28103616  14464 951552    0    0     0     0 5881 8685  2  0 98  0  0
 0  0      0 28100224  14464 951616    0    0     0     0 8320 12368  3  0 97  0  0
 2  0      0 28095616  14464 951680    0    0     0     0 9464 13174  4  0 96  0  0
 0  0      0 28093312  14464 951680    0    0     0     0 7560 10878  3  0 97  0  0
 4  0      0 28090496  14528 951744    0    0     0    76 9381 13360  5  0 95  0  0
 5  0      0 28082112  14528 951808    0    0     0     0 9334 13806  6  0 94  0  0
 3  0      0 28065792  14528 951808    0    0     0     0 10104 15145  8  0 92  0  0
 0  0      0 28055232  14528 951872    0    0     0    88  663  671  2  0 98  0  0
 1  0      0 28052224  14528 952000    0    0     0     0 1488 1477  1  0 99  0  0
 0  0      0 28051008  14528 952192    0    0     0   712 3795 4972  4  0 96  0  0
 4  0      0 28046208  14528 953152    0    0     0     0 6011 8405  6  0 94  0  0
 4  0      0 28040704  14592 953280    0    0     0    84 6705 10569  7  0 93  0  0
 3  0      0 28004800  14592 953472    0    0     0     0 9398 13954  9  0 90  0  0
 9  0      0 27941376  14592 953536    0    0     0   344 7923 10661 18  0 82  0  0
 3  0      0 27890112  14592 953536    0    0     0     0 12822 19185  9  1 91  0  0
 5  0      0 27873408  14592 953664    0    0     0     0 7754 11203 10  0 90  0  0
 1  0      0 27866880  14592 953856    0    0     0     0 8175 10673  9  0 91  0  0
 0  0      0 27877824  14592 953920    0    0     0     0 3681 3952  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 27904192  14656 953984    0    0     0   148 5335 7499  4  0 95  0  0
