procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28829184  14464 939328    0    0     0     6    0    1 27  1 72  0  0
 1  0      0 28836800  14464 940800    0    0     0    64 27385 42586  2  1 97  0  0
 4  0      0 28785664  14464 940864    0    0     0     0 40659 63043  3  2 95  0  0
 2  0      0 28736512  14464 940928    0    0     0     0 15579 22681  6  1 93  0  0
 3  0      0 28719168  14464 940928    0    0     0     0 14005 21584  5  1 95  0  0
 1  0      0 28720896  14464 940928    0    0     0     0 13356 19624  4  0 96  0  0
 2  0      0 28690304  14528 941056    0    0     0   152 12467 17009  5  1 95  0  0
 1  0      0 28668800  14528 941184    0    0     0     0 9105 12384  2  0 98  0  0
 1  0      0 28661824  14528 941184    0    0     0     0 3558 4698  2  0 98  0  0
 4  0      0 28634432  14528 941184    0    0     0     0 14432 20459  5  1 95  0  0
 1  0      0 28571008  14528 941184    0    0     0     0 16999 23407  5  1 94  0  0
 3  0      0 28521664  14592 941120    0    0     0    44 14284 19284  4  0 95  0  0
 7  0      0 28506816  14592 941184    0    0     0     0 17277 23451  4  1 95  0  0
 2  0      0 28492032  14592 941248    0    0     0     0 12461 17447  4  1 96  0  0
 4  0      0 28457088  14592 941312    0    0     0     0 12211 16514  4  0 95  0  0
 2  0      0 28437888  14592 941312    0    0     0     0 14233 18926  5  1 95  0  0
 1  0      0 28428224  14592 941312    0    0     0     0 13138 17138  4  0 95  0  0
 1  0      0 28402304  15744 943296    0    0  1704    52 18880 25618  4  1 95  0  0
 4  0      0 28384000  15744 943360    0    0     0     0 11853 17369  5  0 94  0  0
 3  0      0 28371008  15744 943360    0    0     0     0 14841 21643  3  0 96  0  0
 1  0      0 28363776  15744 943360    0    0     0     0 13501 19938  4  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 28330048  15744 943360    0    0     0     0 15878 22983  9  0 91  0  0
 0  0      0 28314624  15744 943872    0    0     0    60 14038 21050  6  1 93  0  0
 0  0      0 28320960  15744 943872    0    0     0     0 2595 2949  0  0 99  0  0
 0  0      0 28315520  15744 943872    0    0     0     0  384  520  0  0 100  0  0
 2  0      0 28315328  15744 943872    0    0     0     0 4278 6099  1  0 98  0  0
 0  0      0 28309824  15744 943872    0    0     0     0 2170 2549  2  0 98  0  0
 0  0      0 28309824  15744 943872    0    0     0    72  319  376  0  0 100  0  0
 0  0      0 28310016  15808 943872    0    0     0    60  328  410  0  0 100  0  0
 0  0      0 28310016  15808 943872    0    0     0     0  312  382  0  0 100  0  0
 0  0      0 28310016  15808 943872    0    0     0     0  415  552  0  0 100  0  0
 0  0      0 28309440  15808 943872    0    0     0     0  486  570  0  0 100  0  0
 3  0      0 28309248  15808 943872    0    0     0    64 6060 8424  2  0 98  0  0
 0  0      0 28301056  15808 943936    0    0     0     0 6445 9390  5  0 95  0  0
 0  0      0 28291328  15808 943936    0    0     0     0  330  429  0  0 100  0  0
 0  0      0 28291520  15808 943936    0    0     0     0  443  510  0  0 100  0  0
 1  0      0 28291904  15808 943936    0    0     0     0  720  772  1  0 99  0  0
 3  0      0 28292032  15872 943872    0    0     0   156 2508 3530  2  0 98  0  0
 0  0      0 28278144  15872 944064    0    0     0     0 7286 10711  5  0 95  0  0
 4  0      0 28268224  15872 944128    0    0     0     0 6773 10170  3  0 96  0  0
 2  0      0 28256512  15872 944256    0    0     0     0 3151 4147  4  0 95  0  0
 0  0      0 28244224  15872 944256    0    0     0     0 6422 9345  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 28224384  15936 944448    0    0     0   104 9081 13711  4  0 96  0  0
 2  0      0 28218368  15936 943424    0    0     0     0 8038 11630  6  0 94  0  0
 1  0      0 28202624  15936 943424    0    0     0     0 8711 12712  5  0 94  0  0
 1  0      0 28197632  15936 943488    0    0     0     0 7688 10779  4  0 95  0  0
 0  0      0 28193408  15936 943488    0    0     0     0 8028 11627  3  0 96  0  0
 2  0      0 28188288  16064 943616    0    0     0    96 9851 13464  4  0 96  0  0
 1  0      0 28177344  16064 944000    0    0     0     0 7466 10092  4  0 96  0  0
 3  0      0 28177280  16064 944000    0    0     0     0 7887 11106  3  0 97  0  0
 5  0      0 28171776  16064 944000    0    0     0     0 9017 13947  7  0 93  0  0
 5  0      0 28165568  16064 944064    0    0     0     0 11794 18200  7  1 92  0  0
 5  0      0 28158720  16064 944128    0    0     0   280 10786 16026 10  0 90  0  0
 3  0      0 28143488  16128 944128    0    0     0    72 9704 13296 10  0 90  0  0
 0  0      0 28130240  16128 944192    0    0     0     0  460  486  2  0 98  0  0
 2  0      0 28129664  16128 944192    0    0     0     0 1618 1796  1  0 99  0  0
 5  0      0 28127232  16128 944192    0    0     0   712 4022 5161  6  0 94  0  0
