procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28732032  18496 971200    0    0     0     6    1    0 27  1 72  0  0
 1  0      0 28773376  18496 971520    0    0     0    64 28162 42453  2  1 97  0  0
 3  0      0 28726720  18496 971584    0    0     0     0 38221 59943  2  1 96  0  0
 2  0      0 28677824  18496 971584    0    0     0     0 16102 24011  6  1 94  0  0
 3  0      0 28660224  18496 971136    0    0     0     0 16871 25068  6  1 94  0  0
 1  0      0 28660736  18496 971200    0    0     0     0 13049 19295  3  0 96  0  0
 2  0      0 28623488  18560 971328    0    0     0    88 11915 17179  5  1 95  0  0
 1  0      0 28614336  18560 971392    0    0     0     0 9390 12519  2  0 98  0  0
 2  0      0 28605312  18560 971392    0    0     0     0 4289 5162  2  0 98  0  0
 4  0      0 28569920  18560 971392    0    0     0     0 14960 21573  5  1 94  0  0
 1  0      0 28494784  18560 971392    0    0     0     0 16753 24314  5  1 94  0  0
 2  0      0 28455616  18560 971392    0    0     0     0 14838 21342  4  1 95  0  0
 1  0      0 28435712  18624 971392    0    0     0    48 16552 22866  4  1 96  0  0
 3  0      0 28412160  18624 971648    0    0     0     0 13920 19508  4  1 95  0  0
 2  0      0 28397760  18624 971648    0    0     0     0 11500 16205  4  0 96  0  0
 3  0      0 28378368  18624 971648    0    0     0    64 13347 19328  3  1 96  0  0
 5  0      0 28367424  18624 971648    0    0     0     0 12833 18568  5  0 95  0  0
 1  0      0 28351488  18624 971648    0    0     0     0 15188 22209  4  1 95  0  0
 7  0      0 28325952  18624 971648    0    0     0     0 14049 22311  5  1 94  0  0
 0  0      0 28318720  18624 971648    0    0     0    36 16598 24552  5  1 94  0  0
 3  0      0 28315072  18624 971648    0    0     0     4 14134 20428  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 28297216  18624 971648    0    0     0     0 15755 22387  7  1 92  0  0
 8  0      0 28258176  18624 971840    0    0     0     0 14836 21402  6  1 94  0  0
 0  0      0 28250624  18624 971840    0    0     0     0 5005 7288  2  0 98  0  0
 0  0      0 28250432  18624 971840    0    0     0     0  410  496  0  0 100  0  0
 0  0      0 28251072  18752 971712    0    0     0   236 1299 1710  0  0 100  0  0
 0  0      0 28250944  18752 971840    0    0     0     0 5323 7470  3  0 96  0  0
 0  0      0 28249664  18752 971840    0    0     0     0  465  575  0  0 100  0  0
 0  0      0 28252096  18752 971840    0    0     0     0  323  426  0  0 100  0  0
 0  0      0 28252288  18752 971840    0    0     0     0  427  516  0  0 100  0  0
 0  0      0 28252288  18752 971840    0    0     0     0  360  480  0  0 100  0  0
 0  0      0 28252480  18752 971840    0    0     0    44  638  803  0  0 100  0  0
 4  0      0 28252480  18752 971840    0    0     0     0 1978 2692  1  0 99  0  0
 4  0      0 28241600  18752 971904    0    0     0     0 7909 11081  6  0 94  0  0
 2  0      0 28231616  18752 971904    0    0     0     0 4795 6028  3  0 97  0  0
 1  0      0 28210880  18752 972032    0    0     0    64 7447 10853  5  0 95  0  0
 0  0      0 28200256  18752 972032    0    0     0     0 10668 16173  7  0 93  0  0
 0  0      0 28198592  18752 972096    0    0     0     0  906 1236  0  0 100  0  0
 0  0      0 28198592  18816 972032    0    0     0   148  522  604  0  0 100  0  0
 0  0      0 28198592  18816 972096    0    0     0     0  475  541  0  0 100  0  0
 3  0      0 28213760  18816 954560    0    0     0    40 1532 2144  0  0 100  0  0
 0  0      0 28203136  18816 954560    0    0     0     0 4711 6561  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 28179008  18816 954624    0    0     0     0 9255 14095  4  0 95  0  0
 3  0      0 28162432  18816 954688    0    0     0     0 7806 11556  5  0 94  0  0
 2  0      0 28150976  18816 954688    0    0     0     0 8126 12495  4  0 95  0  0
 2  0      0 28147264  18880 954688    0    0     0   184 6914 10135  4  0 96  0  0
 2  0      0 28132544  18880 954880    0    0     0     0 7552 10655  4  1 95  0  0
 4  0      0 28129600  18880 954880    0    0     0     0 7537 10831  5  0 95  0  0
 3  0      0 28115584  18880 954944    0    0     0     0 9472 12073  5  0 95  0  0
 2  0      0 28113472  18880 955008    0    0     0     0 10003 13598  3  0 96  0  0
 4  0      0 28110976  18880 955008    0    0     0     0 7544 11253  7  0 93  0  0
 6  0      0 28100608  18944 955200    0    0     0    44 10267 14953  7  0 93  0  0
 9  0      0 28081472  18944 955264    0    0     0     0 11689 18658 11  0 89  0  0
 7  0      0 28049920  18944 955264    0    0     0     0 8631 11513 14  0 86  0  0
 0  0      0 28037824  18944 955264    0    0     0     0 5681 7781  6  0 94  0  0
 0  0      0 28036416  18944 955328    0    0     0    88 1841 1851  0  0 100  0  0
 0  0      0 28036672  18944 955328    0    0     0     0  817  992  0  0 100  0  0
 5  0      0 28036736  18944 955328    0    0     0     0 1567 1761  2  0 98  0  0
 1  0      0 28024640  19008 955904    0    0     0    56 3949 4880  4  0 96  0  0
 3  0      0 28011072  19008 957120    0    0     0   712 5857 8356  7  0 93  0  0
 1  0      0 28009024  19008 957184    0    0     0     0 4224 5959  4  0 96  0  0
 5  0      0 28006976  19008 957504    0    0     0     0 4942 6760  4  0 96  0  0
 4  0      0 27998720  19008 957952    0    0     0     0 4021 5407  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 27994496  19008 958720    0    0     0     0 6030 8184  7  0 93  0  0
 4  0      0 27960256  19008 959616    0    0     0    44 8194 10718  8  0 91  0  0
 2  0      0 27933760  19008 960320    0    0     0   276 6891 9140  8  0 92  0  0
 3  0      0 27929344  19008 960320    0    0     0     0 8311 11928  6  0 94  0  0
 7  0      0 27929728  19008 961728    0    0     0     0 5800 7736  9  0 91  0  0
 4  0      0 27923200  19008 962432    0    0     0     0 5080 6835  7  0 93  0  0
 1  0      0 27920960  19008 963328    0    0     0     0 6107 8123  5  0 95  0  0
 6  0      0 27920384  19072 963264    0    0     0    72 7027 9715  7  0 93  0  0
 2  0      0 27913088  19072 965440    0    0     0     0 6578 8736  6  0 94  0  0
 0  0      0 27894656  19072 966656    0    0     0     0 6159 7827  5  0 95  0  0
 3  0      0 27876288  19072 967936    0    0     0     0 6768 9376  4  0 95  0  0
 1  0      0 27875200  19072 968896    0    0     0     0 5102 6470  4  0 96  0  0
 1  0      0 27866176  19072 970304    0    0     0    64 6221 8221  5  0 95  0  0
 1  0      0 27859264  19072 971264    0    0     0     0 6395 8159  5  0 95  0  0
