procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28138816  17600 963904    0    0     0     0 8110 11806  3  0 97  0  0
 1  0  16384 28136832  17600 963968    0    0     0     0 7415 10771  3  0 97  0  0
 2  0  16384 28133056  17664 964096    0    0     0   280 7461 10615  2  0 97  0  0
 4  0  16384 28133056  17664 964096    0    0     0     0 8998 13486  6  0 94  0  0
 2  0  16384 28126464  17664 964096    0    0     0     0 10430 14903  6  0 93  0  0
 0  0  16384 28120192  17664 964224    0    0     0     0 4346 5958  2  0 98  0  0
 4  0  16384 28122112  17664 964224    0    0     0     0 3053 4019  2  0 98  0  0
 0  0  16384 28107072  17728 965056    0    0     0   932 2810 3599  5  0 95  0  0
 9  0  16384 28100928  17728 965184    0    0     0     0 2621 3659  3  0 97  0  0
 3  0  16384 28064704  17728 966336    0    0     0     0 8935 12626 11  0 89  0  0
 2  0  16384 28057600  17728 966464    0    0     0     0 9651 16012  7  0 92  0  0
 3  0  16384 28056896  17728 966528    0    0     0     0 2056 3034  2  0 98  0  0
10  0  16384 28063744  17792 967232    0    0     0   212 7208 10573 10  1 89  0  0
 1  0  16384 28038848  17792 967680    0    0     0     0 9589 15188  8  0 91  0  0
 0  0  16384 28036160  17792 967680    0    0     0     0  466  536  0  0 100  0  0
 0  0  16384 28036160  17792 967744    0    0     0     0 1823 2308  1  0 98  0  0
 0  0  16384 28047040  17792 967808    0    0     0     0  574  737  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0  16384 28046464  17792 968192    0    0     0   172 3191 3758  3  0 97  0  0
 3  0  16384 28038208  17792 968960    0    0     0     0 5955 8227  6  0 94  0  0
 5  0  16384 28031808  17792 968960    0    0     0     0 7562 10271  6  0 94  0  0
 0  0  16384 28028672  17792 970240    0    0     0     0 6117 8063  4  0 96  0  0
 2  0  16384 28007168  17792 970304    0    0     0     0 6490 8156  3  0 96  0  0
 2  0  16384 27991744  17856 971520    0    0     0   212 4165 5917  4  0 96  0  0
 2  0  16384 27972096  17856 971584    0    0     0     0 8115 11224  8  0 92  0  0
 0  0  16384 27970624  17856 972800    0    0     0     0 4421 6158  6  0 94  0  0
 5  0  16384 27970048  17856 973440    0    0     0     0 4226 5560  5  0 95  0  0
 0  0  16384 27954048  17856 973952    0    0     0     0 4789 6604  5  0 95  0  0
 3  0  16384 27953856  17920 975104    0    0     0   216 5973 7453  4  0 95  0  0
 3  0  16384 27951680  17920 975296    0    0     0     0 4703 6426  4  0 96  0  0
 1  0  16384 27900416  17920 976576    0    0     0     0 4498 5807  6  0 94  0  0
 4  0  16384 27895360  17920 976128    0    0     0     0 5535 7123  5  0 95  0  0
 4  0  16384 27901888  17920 976320    0    0     0     0 4945 6245  4  0 96  0  0
 1  0  16384 27896960  17920 977600    0    0     0   180 2899 3614  4  0 96  0  0
 2  0  16384 27894144  17920 978752    0    0     0     0 5494 7171  5  0 95  0  0
 0  0  16384 27890752  17920 980032    0    0     0     0 10841 14460  6  1 93  0  0
 3  0  16384 27887424  17920 980160    0    0     0     0 3959 4633  2  0 98  0  0
 1  0  16384 27885504  17920 981376    0    0     0     0 3454 4542  3  0 97  0  0
 0  0  16384 27881216  17984 981888    0    0     0   220 5987 7175  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  16384 27878976  17984 983680    0    0     0     0 5362 7216  4  0 96  0  0
 3  0  16384 27877248  17984 983680    0    0     0     0 5745 7330  3  0 97  0  0
 7  0  16384 27873664  17984 985920    0    0     0     0 5709 6732  5  0 95  0  0
 6  0  16384 27872192  17984 986240    0    0     0     0 4997 6398  6  0 93  0  0
 8  0  16384 27865088  17984 987712    0    0     0   300 6886 8746  4  0 96  0  0
 0  0  16384 27864640  17984 988608    0    0     0     0 6716 8852  5  1 95  0  0
 2  0  16384 27902592  17984 989312    0    0     0     0 9360 13390  6  1 93  0  0
