procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0  16384 27980928  15872 919616    0    0   136     0 2209 2612  4  0 96  0  0
 1  0  16384 27972416  15872 920832    0    0     0     0 5629 6610  7  0 93  0  0
 4  0  16384 27969856  15872 921984    0    0     0     0 5451 6455  5  0 95  0  0
 0  0  16384 27965184  15936 923136    0    0     0   180 4484 5445  4  0 95  0  0
 6  0  16384 27964544  15936 923776    0    0     0     0 4250 5923  3  0 97  0  0
 2  0  16384 27959168  15936 924864    0    0     0     0 6980 9117  6  0 94  0  0
 4  0  16384 27972160  15936 925760    0    0     0     0 3935 5056  1  0 99  0  0
 6  0  16384 27962240  15936 926272    0    0     0     0 6623 8279  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  16384 27959168  16000 927360    0    0     0   228 5643 7351  6  0 94  0  0
 5  0  16384 27954816  16000 928640    0    0     0     0 6453 7839  5  0 95  0  0
 2  0  16384 27953728  16000 929216    0    0     0     0 5198 6598  4  0 96  0  0
12  0  16384 27955328  16000 929856    0    0     0     0 4905 5765  4  0 96  0  0
 8  0  16384 27945792  16000 931136    0    0     0     0 6234 8561  5  0 95  0  0
 1  0  16384 27924608  16064 932544    0    0     0   236 5966 7731  9  0 91  0  0
 0  0  16384 27925632  16064 933824    0    0     0     0 7313 8946  5  0 95  0  0
 3  0  16384 27958272  16064 935040    0    0     0     0 9168 13099  7  1 92  0  0
