procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28790080  16064 935040    0    0     0     5    1    0 27  2 71  0  0
 2  0  16384 28801472  16064 935616    0    0     0    64 27619 43301  2  1 97  0  0
 5  0  16384 28752704  16064 935680    0    0     0     0 37456 59580  3  1 96  0  0
 2  0  16384 28705728  16128 935808    0    0     0   200 15634 23552  5  1 94  0  0
 1  0  16384 28695296  16128 935872    0    0     0     0 14572 22313  5  0 95  0  0
 1  0  16384 28693568  16128 935872    0    0     0     0 13346 19951  3  1 97  0  0
 1  0  16384 28656640  16128 936064    0    0     0     0 10566 15252  5  1 95  0  0
 1  0  16384 28644672  16128 936128    0    0     0     0 9863 13556  2  0 97  0  0
 3  0  16384 28637760  16192 936128    0    0     0   224 5255 7364  2  0 98  0  0
 4  0  16384 28595328  16192 936128    0    0     0     0 14706 20348  5  1 94  0  0
 2  0  16384 28532096  16192 936256    0    0     0     0 15365 21481  4  0 95  0  0
 2  0  16384 28490752  16192 936256    0    0     0     0 15009 20808  6  1 93  0  0
 1  0  16384 28471232  16192 936384    0    0     0     0 16063 22162  4  1 96  0  0
 1  0  16384 28448256  16256 936320    0    0     0   212 13431 18833  3  0 96  0  0
 2  0  16384 28435392  16256 936384    0    0     0     0 14063 19012  4  0 95  0  0
 1  0  16384 28415296  16256 936384    0    0     0     0 14206 19316  4  1 95  0  0
 3  0  16384 28402112  16256 936384    0    0     0     0 12901 17903  4  0 95  0  0
 5  0  16384 28376896  16256 936384    0    0     0     0 16204 23496  4  1 95  0  0
 4  0  16384 28352384  16256 936448    0    0     0   240 12455 19411  6  0 94  0  0
 2  0  16384 28348544  16256 936448    0    0     0     0 15761 23268  4  1 96  0  0
 1  0  16384 28340992  16256 936448    0    0     0     0 13606 20238  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28311168  16256 936448    0    0     0     0 17269 25460  7  1 92  0  0
 1  0  16384 28308928  16256 936640    0    0     0     0 14814 21762  6  1 94  0  0
 0  0  16384 28301632  16320 936960    0    0     0   292 2147 2652  0  0 100  0  0
 0  0  16384 28301824  16320 936960    0    0     0     0  374  446  0  0 100  0  0
 2  0  16384 28302208  16320 936960    0    0     0     0 3898 5515  2  0 98  0  0
 0  0  16384 28298176  16320 937024    0    0     0     0 1944 2444  2  0 98  0  0
 0  0  16384 28298176  16320 937024    0    0     0     0  433  501  0  0 100  0  0
 0  0  16384 28298304  16384 936960    0    0     0   220  352  423  0  0 100  0  0
 0  0  16384 28298112  16384 937024    0    0     0     0  479  524  0  0 100  0  0
 4  0  16384 28294592  16384 937088    0    0     0     0 8262 11874  5  0 95  0  0
 0  0  16384 28273600  16384 937088    0    0     0     0 1690 2001  2  0 98  0  0
 0  0  16384 28273600  16384 937088    0    0     0     0  435  556  0  0 100  0  0
 0  0  16384 28273472  16448 937088    0    0     0   212  601  720  0  0 100  0  0
 0  0  16384 28274624  16448 937088    0    0     0     0  526  576  0  0 100  0  0
 0  0  16384 28274624  16448 937088    0    0     0     0  361  431  0  0 100  0  0
 0  0  16384 28264704  16448 937088    0    0     0     0  501  479  1  0 99  0  0
 2  0  16384 28270848  16448 937088    0    0     0     0 4525 5943  2  0 98  0  0
 1  0  16384 28252800  16512 937408    0    0     0   248 7811 11806  5  0 95  0  0
 4  0  16384 28241536  16512 937408    0    0     0     0 8893 13611  5  0 95  0  0
 2  0  16384 28235968  16512 937472    0    0     0     0 4533 6844  3  0 97  0  0
 0  0  16384 28218048  16512 937600    0    0     0     0 6458 9607  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16384 28210432  16512 937664    0    0     0     0 9983 14921  4  0 95  0  0
 2  0  16384 28200960  16576 937664    0    0     0   292 7663 10905  5  0 95  0  0
 1  0  16384 28185472  16576 937728    0    0     0     0 8373 11709  5  0 95  0  0
 2  0  16384 28182272  16576 937856    0    0     0     0 5686 7738  4  0 95  0  0
 3  0  16384 28179776  16576 937856    0    0     0     0 6929 9952  3  0 97  0  0
 6  0  16384 28172800  16576 937984    0    0     0     0 6999 9941  3  0 96  0  0
 2  0  16384 28166464  16576 937984    0    0     0   248 7571 10856  3  0 97  0  0
 1  0  16384 28165120  16576 938048    0    0     0     0 6739 9281  2  0 98  0  0
 2  0  16384 28159104  16576 938048    0    0     0     0 7256 11204  7  0 92  0  0
 1  0  16384 28154496  16576 938112    0    0     0     0 10010 14777  6  0 94  0  0
 0  0  16384 28154688  16576 938176    0    0     0     0 3109 3652  1  0 99  0  0
 3  0  16384 28144960  16704 938240    0    0     0   204 6226 9148  5  0 95  0  0
 0  0  16384 28133312  16704 939072    0    0     0   712  993  977  2  0 98  0  0
 2  0  16384 28130688  16704 939072    0    0     0     0 6806 9593  8  0 92  0  0
 3  0  16384 28112640  16704 940160    0    0     4     0 9278 14420  6  0 94  0  0
 0  0  16384 28114944  16704 940288    0    0     0     0 8670 14151  5  0 95  0  0
 0  0  16384 28115008  16704 938944    0    0     0   216 3577 5370  3  0 97  0  0
 3  0  16384 28091712  16704 940032    0    0     0     0 8027 11749 11  0 89  0  0
 0  0  16384 28085952  16704 940096    0    0     0     0 9230 14769  5  0 95  0  0
 0  0  16384 28086016  16768 940160    0    0     0   104  632  729  0  0 100  0  0
 0  0  16384 28087808  16768 940224    0    0     0     0 1637 2105  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  16384 28087616  16768 940224    0    0     0   164  473  557  0  0 100  0  0
 1  0  16384 28085632  16768 941312    0    0     0     0 5000 6434  5  0 95  0  0
 1  0  16384 28081728  16768 941440    0    0     0     0 5314 7771  5  0 95  0  0
 2  0  16384 28077696  16832 942592    0    0     0    64 7269 9446  5  0 95  0  0
 7  0  16384 28070400  16832 942848    0    0     0     0 5574 7247  3  0 97  0  0
 1  0  16384 28036928  16832 943872    0    0     0     0 6578 8313  7  0 93  0  0
 3  0  16384 28032320  16832 944064    0    0     0   176 7267 9218  6  0 94  0  0
 5  0  16384 28024256  16832 945216    0    0     0     0 5541 8229  5  0 94  0  0
 7  0  16384 28021376  16832 945216    0    0     0     0 2268 2840  5  0 95  0  0
 4  0  16384 28019840  16896 946432    0    0     0    68 6809 8610  7  0 93  0  0
 6  0  16384 28015872  16896 946752    0    0     0     0 1994 2291  2  0 98  0  0
 0  0  16384 27975936  16896 947776    0    0     0   164 5140 6341  5  0 95  0  0
 1  0  16384 27964288  16896 948608    0    0     0     0 4153 4945  2  0 98  0  0
 0  0  16384 27959296  16896 948928    0    0     0     0 2272 2636  4  0 96  0  0
 3  0  16384 27948736  16896 950144    0    0     0     0 5508 6640  5  0 94  0  0
 3  0  16384 27939072  16896 951360    0    0     0     0 5178 6257  5  0 95  0  0
 9  0  16384 27936640  16960 951872    0    0     0   172 3397 4121  3  0 97  0  0
 1  0  16384 27930176  16960 952768    0    0     0     0 5332 6683  5  0 95  0  0
 8  0  16384 27920192  16960 954048    0    0     0     0 7801 9535  6  0 93  0  0
 0  0  16384 27933184  16960 954176    0    0     0     0 4640 5995  3  0 97  0  0
 0  0  16384 27932032  16960 955264    0    0     0     0 4871 5577  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  16384 27927168  17024 956544    0    0     0   260 6114 7013  6  0 94  0  0
 1  0  16384 27923968  17024 956608    0    0     0     0 5284 6213  4  0 96  0  0
 4  0  16384 27922688  17024 957952    0    0     0     0 4580 5100  3  0 97  0  0
 1  0  16384 27920448  17024 959104    0    0     0     0 3357 4327  4  0 96  0  0
 0  0  16384 27921600  17024 960192    0    0     0     0 5837 6806  4  0 96  0  0
 2  0  16384 27905088  17088 961472    0    0     0   192 6259 7280  7  0 93  0  0
 2  0  16384 27897088  17088 962752    0    0     0     0 7847 9932  6  0 94  0  0
 4  0  16384 27928832  17088 963904    0    0     0     0 5681 6368  5  0 95  0  0
