procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  16384 29025408  12672 901184    0    0     0     7    1    0 36  2 62  0  0
 1  0  16384 29034368  12672 900608    0    0     0    64 28460 43716  2  1 97  0  0
 4  0  16384 28993984  12672 900736    0    0     0     0 40298 60007  3  2 95  0  0
 2  0  16384 28949440  12672 900736    0    0     0     0 15495 22090  5  1 94  0  0
 2  0  16384 28922304  12672 900736    0    0     0     0 14553 21380  5  0 94  0  0
 2  0  16384 28923520  12736 900672    0    0     0    84 16042 22604  4  1 96  0  0
 1  0  16384 28887808  12736 900800    0    0     0     0 11413 14886  5  0 95  0  0
 1  0  16384 28875392  12736 900800    0    0     0     0 9092 11625  2  1 98  0  0
 3  0  16384 28866688  12736 900800    0    0     0     0 5606 7344  2  0 98  0  0
 1  0  16384 28819648  12736 900800    0    0     0     0 14668 21270  5  0 94  0  0
 2  0  16384 28767680  12736 900800    0    0     0     0 14923 21346  4  1 95  0  0
 3  0  16384 28723904  12800 900800    0    0     0    76 14675 20428  6  1 94  0  0
 2  0  16384 28699520  12800 900928    0    0     0     0 16099 22711  4  0 95  0  0
 2  0  16384 28682880  12800 900928    0    0     0     0 12798 17769  4  0 96  0  0
 1  0  16384 28649472  12800 900928    0    0     0     0 13752 18897  5  1 95  0  0
 1  0  16384 28640512  12800 900928    0    0     0     0 14875 21054  3  1 96  0  0
 5  0  16384 28626112  12800 900928    0    0     0     0 12788 17527  5  0 95  0  0
 2  0  16384 28592192  12800 900928    0    0     0     0 15547 22047  5  1 95  0  0
 3  0  16384 28583744  12864 900864    0    0     0    32 12460 18751  6  0 94  0  0
 1  0  16384 28571968  12864 900928    0    0     0     0 15223 21842  4  0 96  0  0
 1  0  16384 28561984  12864 900928    0    0     0     0 15124 21330  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  16384 28541568  12864 901056    0    0     0   908 17184 24244  9  1 91  0  0
 1  0  16384 28525056  12864 901184    0    0     0     0 12061 17713  5  0 95  0  0
 0  0  16384 28521024  12864 901184    0    0     0     0 1526 1786  0  0 100  0  0
 0  0  16384 28520448  12864 901184    0    0     0     0  978 1114  0  0 100  0  0
 1  0  16384 28518400  12928 901184    0    0     0    84 3481 4825  2  0 98  0  0
 0  0  16384 28515328  12928 901248    0    0     0     0 3012 3838  3  0 97  0  0
 0  0  16384 28514752  12928 901248    0    0     0     0 1121 1402  0  0 100  0  0
 0  0  16384 28516096  12928 901248    0    0     0     0  388  414  0  0 100  0  0
 0  0  16384 28516288  12928 901248    0    0     0     0 1047 1390  0  0 100  0  0
 3  0  16384 28515904  12928 901248    0    0     0     0  676  732  0  0 100  0  0
 0  0  16384 28515648  12928 901248    0    0     0     0  613  703  0  0 100  0  0
 0  0  16384 28511232  12992 901504    0    0     0   108  545  616  0  0 100  0  0
 2  0  16384 28511232  12992 901504    0    0     0     0 1096 1417  1  0 99  0  0
 2  0  16384 28503936  12992 901568    0    0     0     0 12947 19625  6  1 94  0  0
 2  0  16384 28484032  12992 901632    0    0     0     0 13968 20179  5  1 94  0  0
 0  0  16384 28457088  12992 901696    0    0     0     0 7021 10159  8  0 92  0  0
 0  0  16384 28454912  12992 901696    0    0     0     0  816 1008  0  0 100  0  0
 1  0  16384 28454976  13056 901696    0    0     0    76 1349 1745  1  0 99  0  0
 4  0  16384 28435328  13056 901824    0    0     0   712 6222 8342  7  0 93  0  0
 0  0  16384 28410816  13056 902720    0    0     0     0  528  603  1  0 98  0  0
10  0  16384 28409408  13056 903040    0    0     0     0 9197 14302  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  16384 28418176  13056 903104    0    0     0     0 1720 2190  1  0 99  0  0
 4  0  16384 28418496  13056 903104    0    0     0     0 3930 6113  3  0 96  0  0
 1  0  16384 28446848  13120 903680    0    0     0    80 8185 11673  6  1 94  0  0
